序号,标题,链接,创建时间,状态,标签
3373,"ODBC driver(11.33.3) Seg Faults when ""fn ucase"" is used in SQL",https://github.com/MonetDB/MonetDB/issues/6751,2020-11-30T16:49:56Z,CLOSED,['bug']
3374,in mclient a strang msg is reported after issueing command: set schema sys;,https://github.com/MonetDB/MonetDB/issues/6754,2020-11-30T16:50:07Z,CLOSED,['bug']
3375,Assertion failure in rel_bin.c,https://github.com/MonetDB/MonetDB/issues/6755,2020-11-30T16:50:10Z,CLOSED,['bug']
3376,Error in optimizer garbageCollector on merge tables select,https://github.com/MonetDB/MonetDB/issues/6756,2020-11-30T16:50:15Z,CLOSED,['bug']
3377,Double free or corruption (out),https://github.com/MonetDB/MonetDB/issues/6757,2020-11-30T16:50:19Z,CLOSED,['bug']
3378,SIGSEGV in __strcmp_sse2_unaligned(),https://github.com/MonetDB/MonetDB/issues/6758,2020-11-30T16:50:23Z,CLOSED,['bug']
3379,Python JSON loader creates invalid data type for strings,https://github.com/MonetDB/MonetDB/issues/6759,2020-11-30T16:50:27Z,CLOSED,['bug']
3380,Error: Program contains errors.:(NONE).multiplex,https://github.com/MonetDB/MonetDB/issues/6761,2020-11-30T16:50:34Z,CLOSED,['bug']
3381,mserver5 crashes on (re-)start,https://github.com/MonetDB/MonetDB/issues/6762,2020-11-30T16:50:37Z,CLOSED,['bug']
3382,"COPY INTO table concurrently,but the tasks of second group take a particularly long time or is blocked sometimes.",https://github.com/MonetDB/MonetDB/issues/6763,2020-11-30T16:50:41Z,CLOSED,['bug']
3383,"mserver5 crashes with corruption, double free, invalid size or invalid pointer",https://github.com/MonetDB/MonetDB/issues/6764,2020-11-30T16:50:45Z,CLOSED,['bug']
3384,GRANT SELECT privilege on a subset of table columns results in access denied error when selecting the same columns from the table,https://github.com/MonetDB/MonetDB/issues/6765,2020-11-30T16:50:48Z,CLOSED,['bug']
3385,Missing bulk implementation for get_value and next_value calls,https://github.com/MonetDB/MonetDB/issues/6766,2020-11-30T16:50:52Z,CLOSED,['bug']
3386,ProfilerStart is not threadsafe,https://github.com/MonetDB/MonetDB/issues/6769,2020-11-30T16:51:00Z,CLOSED,['bug']
3387,R-devel,https://github.com/MonetDB/MonetDB/issues/6771,2020-11-30T16:51:09Z,CLOSED,['bug']
3388,TRACE includes information from all active sessions,https://github.com/MonetDB/MonetDB/issues/6772,2020-11-30T16:51:12Z,CLOSED,['bug']
3389,json.filter returns corrupted string when selecting JSON null value,https://github.com/MonetDB/MonetDB/issues/6773,2020-11-30T16:51:15Z,CLOSED,['bug']
3390,PROD aggregation gives wrong result,https://github.com/MonetDB/MonetDB/issues/6774,2020-11-30T16:51:19Z,CLOSED,['bug']
3391,NOT IN with an AND containing an OR gives wrong result,https://github.com/MonetDB/MonetDB/issues/6775,2020-11-30T16:51:22Z,CLOSED,['bug']
3392,Creating a table with a full outer join query gives type with wrong digits on the joined key.,https://github.com/MonetDB/MonetDB/issues/6776,2020-11-30T16:51:25Z,CLOSED,['bug']
3393,msqldump creates incomplete SQL dumps for big databases,https://github.com/MonetDB/MonetDB/issues/6777,2020-11-30T16:51:29Z,CLOSED,['bug']
3394,Using Windows Messages translation for errno error codes.,https://github.com/MonetDB/MonetDB/issues/6779,2020-11-30T16:51:36Z,CLOSED,['bug']
3395,Wrong value of the rank function,https://github.com/MonetDB/MonetDB/issues/6780,2020-11-30T16:51:39Z,CLOSED,['bug']
3396,Insert after index creation crash,https://github.com/MonetDB/MonetDB/issues/6781,2020-11-30T16:51:41Z,CLOSED,['bug']
3397,JDBC IsValid(int) does not reset lastquerytimeout on server,https://github.com/MonetDB/MonetDB/issues/6782,2020-11-30T16:51:44Z,CLOSED,['bug']
3398,AVG changes scale of its results,https://github.com/MonetDB/MonetDB/issues/6783,2020-11-30T16:51:47Z,CLOSED,['bug']
3399,function sys.isauuid(string) should return false if string value cannot be converted to a UUID,https://github.com/MonetDB/MonetDB/issues/6784,2020-11-30T16:51:50Z,CLOSED,['bug']
3400,function sys.isaURL(url) should have been declared as sys.isaURL(string),https://github.com/MonetDB/MonetDB/issues/6785,2020-11-30T16:51:54Z,CLOSED,['bug']
3401,"function json.isvalid(js json) is not useful, could be removed",https://github.com/MonetDB/MonetDB/issues/6786,2020-11-30T16:51:57Z,CLOSED,['bug']
3402,Database Size grows unexpectedly,https://github.com/MonetDB/MonetDB/issues/6788,2020-11-30T16:52:02Z,CLOSED,['bug']
3403,Count distinct giving wrong results,https://github.com/MonetDB/MonetDB/issues/6790,2020-11-30T16:52:08Z,CLOSED,['bug']
3404,"str_to_time('11:40', '%H:%M') creates wrong time value",https://github.com/MonetDB/MonetDB/issues/6791,2020-11-30T16:52:12Z,CLOSED,['bug']
3405,JSON path compiler accepts invalid input,https://github.com/MonetDB/MonetDB/issues/6792,2020-11-30T16:52:14Z,CLOSED,['bug']
3406,"cast(interval second value to int or decimal) is wrong (by a factor of 1000), cast(interval month value to decimal or floating point) fails",https://github.com/MonetDB/MonetDB/issues/6793,2020-11-30T16:52:17Z,CLOSED,['bug']
3407,external name fits.listdir not bound (sys.listdir) Fatal error during initialization:,https://github.com/MonetDB/MonetDB/issues/6794,2020-11-30T16:52:21Z,CLOSED,['bug']
3408,"could not allocate space during a complicated query, within a docker container",https://github.com/MonetDB/MonetDB/issues/6795,2020-11-30T16:52:25Z,CLOSED,['bug']
3409,Incorrect crash time reported by monetdb tool after crash of mserver5,https://github.com/MonetDB/MonetDB/issues/6796,2020-11-30T16:52:28Z,CLOSED,['bug']
3410,json.text off by one error,https://github.com/MonetDB/MonetDB/issues/6798,2020-11-30T16:52:34Z,CLOSED,['bug']
3411,Loading tables with CSV data using COPY INTO takes up more than 3 times the expected disk space,https://github.com/MonetDB/MonetDB/issues/6802,2020-11-30T16:52:47Z,CLOSED,['bug']
3412,Disk space not released when table dropped after a transaction is started on another session (and rolled back),https://github.com/MonetDB/MonetDB/issues/6803,2020-11-30T16:52:51Z,CLOSED,['bug']
3413,DNS resolution of 0.0.0.0 fails on recent Ubuntus,https://github.com/MonetDB/MonetDB/issues/6804,2020-11-30T16:52:56Z,CLOSED,['bug']
3414,Using the cascade operator in a drop table statement ends in an exit from the Monetdb shell.,https://github.com/MonetDB/MonetDB/issues/6805,2020-11-30T16:52:59Z,CLOSED,['bug']
3415,Median_avg and quantile_avg ignore NULL values,https://github.com/MonetDB/MonetDB/issues/6807,2020-11-30T16:53:06Z,CLOSED,['bug']
3416,function not_uniques(bigint) returns error when called,https://github.com/MonetDB/MonetDB/issues/6813,2020-11-30T16:53:23Z,CLOSED,['bug']
3417,query with ifthenelse() crashes mserver5,https://github.com/MonetDB/MonetDB/issues/6815,2020-11-30T16:53:30Z,CLOSED,['bug']
3418,Monetdb Crashes on INSERT statement after ALTER statement in another connection,https://github.com/MonetDB/MonetDB/issues/6816,2020-11-30T16:53:34Z,CLOSED,['bug']
3419,running analyze on a schema which contains a stream table stops with an error,https://github.com/MonetDB/MonetDB/issues/6817,2020-11-30T16:53:37Z,CLOSED,['bug']
3420,"usage of multiple column expressions in where-clause (f(a), f(b)) in (select a, b)  causes assertion failure on mserver5",https://github.com/MonetDB/MonetDB/issues/6818,2020-11-30T16:53:39Z,CLOSED,['bug']
3421,functions do not persist,https://github.com/MonetDB/MonetDB/issues/6819,2020-11-30T16:53:43Z,CLOSED,['bug']
3422,Failed to start monetdb with embedded python,https://github.com/MonetDB/MonetDB/issues/6821,2020-11-30T16:53:51Z,CLOSED,['bug']
3423,Broken link to MonetDB Solutions,https://github.com/MonetDB/MonetDB/issues/6822,2020-11-30T16:53:55Z,CLOSED,['bug']
3424,CUME_DIST window function returns incorrect results,https://github.com/MonetDB/MonetDB/issues/6827,2020-11-30T16:54:13Z,CLOSED,['bug']
3425,Server crashes when executing a window query with ordering by EXTRACT date,https://github.com/MonetDB/MonetDB/issues/6828,2020-11-30T16:54:16Z,CLOSED,['bug']
3426,NTILE window function returns incorrect results,https://github.com/MonetDB/MonetDB/issues/6829,2020-11-30T16:54:19Z,CLOSED,['bug']
3427,"function sys.getcontent(url) always returns ""Feature not supported""",https://github.com/MonetDB/MonetDB/issues/6843,2020-11-30T16:55:02Z,CLOSED,['bug']
3428,sys.getUser('https://me:pw@www.monetdb.org/Doc') does not return the user: me,https://github.com/MonetDB/MonetDB/issues/6844,2020-11-30T16:55:06Z,CLOSED,['bug']
3429,the url sys.get...(url) functions do not allow null as a parameter,https://github.com/MonetDB/MonetDB/issues/6845,2020-11-30T16:55:09Z,CLOSED,['bug']
3430,Global temporary table not accessible in other connections / sessions,https://github.com/MonetDB/MonetDB/issues/6846,2020-11-30T16:55:13Z,CLOSED,['bug']
3431,Idle timestamp not set,https://github.com/MonetDB/MonetDB/issues/6850,2020-11-30T16:55:25Z,CLOSED,['bug']
3432,json parser doesn't parse integers correctly,https://github.com/MonetDB/MonetDB/issues/6851,2020-11-30T16:55:28Z,CLOSED,['bug']
3433,procedure_statement syntax and semantics inconsistencies,https://github.com/MonetDB/MonetDB/issues/6853,2020-11-30T16:55:34Z,CLOSED,['bug']
3434,"During ETL load process ETL found NewGen flow is failing because of this below SQL and error details,",https://github.com/MonetDB/MonetDB/issues/6855,2020-11-30T16:55:39Z,CLOSED,['bug']
3435,remove not implemented aggregate function json.output(js json),https://github.com/MonetDB/MonetDB/issues/6857,2020-11-30T16:55:45Z,CLOSED,['bug']
3436,"json.keyarray(json '{ """":0 }') fails with error: Could not allocate space",https://github.com/MonetDB/MonetDB/issues/6858,2020-11-30T16:55:48Z,CLOSED,['bug']
3437,"only first character of the separator string in json.text(js json, sep string) is used",https://github.com/MonetDB/MonetDB/issues/6859,2020-11-30T16:55:52Z,CLOSED,['bug']
3438,mserver5: crashes under update_table() when calling lib_sql.so ( max_clients = 2048),https://github.com/MonetDB/MonetDB/issues/6862,2020-11-30T16:56:01Z,CLOSED,['bug']
3439,thash files not released upon drop table,https://github.com/MonetDB/MonetDB/issues/6863,2020-11-30T16:56:05Z,CLOSED,['bug']
3440,(I)LIKE with multiple % doen't find matches,https://github.com/MonetDB/MonetDB/issues/6864,2020-11-30T16:56:09Z,CLOSED,['bug']
3441,Missing bulk operators,https://github.com/MonetDB/MonetDB/issues/6870,2020-11-30T16:56:27Z,CLOSED,['bug']
3442,sys.storage unique attribute changes for primary key,https://github.com/MonetDB/MonetDB/issues/6871,2020-11-30T16:56:30Z,CLOSED,['bug']
3443,sys.hot_snapshot() creates incomplete snapshots if the write-ahead log is very large,https://github.com/MonetDB/MonetDB/issues/6873,2020-11-30T16:56:36Z,CLOSED,['bug']
3444,tar files created by sys.hot_snapshot() produce warnings on some implementations of tar,https://github.com/MonetDB/MonetDB/issues/6876,2020-11-30T16:56:46Z,CLOSED,['bug']
3445,MonetDB produces malformed LZ4 files,https://github.com/MonetDB/MonetDB/issues/6877,2020-11-30T16:56:49Z,CLOSED,['bug']
3446,SQL Connection Error when running SELECT queries containing AND command,https://github.com/MonetDB/MonetDB/issues/6878,2020-11-30T16:56:53Z,CLOSED,['bug']
3447,cgroups limits no longer respected?,https://github.com/MonetDB/MonetDB/issues/6882,2020-11-30T16:57:07Z,CLOSED,['bug']
3448,SQLancer crash on delete query,https://github.com/MonetDB/MonetDB/issues/6883,2020-11-30T16:57:10Z,CLOSED,['bug']
3449,SQLancer generates query with unclear error message,https://github.com/MonetDB/MonetDB/issues/6884,2020-11-30T16:57:13Z,CLOSED,['bug']
3450,SQLancer causes assertion error on UTF8_strlen,https://github.com/MonetDB/MonetDB/issues/6885,2020-11-30T16:57:15Z,CLOSED,['bug']
3451,SQLancer alter table add unique gives strange error message,https://github.com/MonetDB/MonetDB/issues/6886,2020-11-30T16:57:18Z,CLOSED,['bug']
3452,SQLancer crash on complex query,https://github.com/MonetDB/MonetDB/issues/6887,2020-11-30T16:57:21Z,CLOSED,['bug']
3453,SQLancer crash on cross join on view,https://github.com/MonetDB/MonetDB/issues/6888,2020-11-30T16:57:25Z,CLOSED,['bug']
3454,SQLancer crash on long query,https://github.com/MonetDB/MonetDB/issues/6889,2020-11-30T16:57:28Z,CLOSED,['bug']
3455,SQLancer crash on query with HAVING,https://github.com/MonetDB/MonetDB/issues/6892,2020-11-30T16:57:38Z,CLOSED,['bug']
3456,SQLancer inner join reporting GDK error,https://github.com/MonetDB/MonetDB/issues/6893,2020-11-30T16:57:41Z,CLOSED,['bug']
3457,SQLancer crash on rtrim function,https://github.com/MonetDB/MonetDB/issues/6894,2020-11-30T16:57:44Z,CLOSED,['bug']
3458,SQLancer causing 'algebra.select' undefined error,https://github.com/MonetDB/MonetDB/issues/6895,2020-11-30T16:57:48Z,CLOSED,['bug']
3459,SQLancer algebra.select' undefined 2,https://github.com/MonetDB/MonetDB/issues/6896,2020-11-30T16:57:50Z,CLOSED,['bug']
3460,SQLancer distinct aggregate with error on group by constant,https://github.com/MonetDB/MonetDB/issues/6897,2020-11-30T16:57:54Z,CLOSED,['bug']
3461,SQLancer crash on join query,https://github.com/MonetDB/MonetDB/issues/6898,2020-11-30T16:57:57Z,CLOSED,['bug']
3462,SQLancer TLP query with wrong results,https://github.com/MonetDB/MonetDB/issues/6899,2020-11-30T16:58:00Z,CLOSED,['bug']
3463,SQLancer generated SIGFPE,https://github.com/MonetDB/MonetDB/issues/6900,2020-11-30T16:58:03Z,CLOSED,['bug']
3464,SQLancer TLP query with wrong results 2,https://github.com/MonetDB/MonetDB/issues/6901,2020-11-30T16:58:06Z,CLOSED,['bug']
3465,SQLancer query: batcalc.between undefined,https://github.com/MonetDB/MonetDB/issues/6902,2020-11-30T16:58:09Z,CLOSED,['bug']
3466,SQLancer calc.abs undefined,https://github.com/MonetDB/MonetDB/issues/6903,2020-11-30T16:58:12Z,CLOSED,['bug']
3467,SQLancer aggr.subavg undefined,https://github.com/MonetDB/MonetDB/issues/6904,2020-11-30T16:58:16Z,CLOSED,['bug']
3468,SQLancer TLP query with wrong results 3,https://github.com/MonetDB/MonetDB/issues/6905,2020-11-30T16:58:19Z,CLOSED,['bug']
3469,SQLancer crash on complex join,https://github.com/MonetDB/MonetDB/issues/6906,2020-11-30T16:58:23Z,CLOSED,['bug']
3470,SQLancer algebra.select undefined,https://github.com/MonetDB/MonetDB/issues/6907,2020-11-30T16:58:26Z,CLOSED,['bug']
3471,SQLancer inputs not the same size,https://github.com/MonetDB/MonetDB/issues/6908,2020-11-30T16:58:30Z,CLOSED,['bug']
3472,SQLancer query with wrong results,https://github.com/MonetDB/MonetDB/issues/6909,2020-11-30T16:58:33Z,CLOSED,['bug']
3473,SQLancer query: 'bat.append' undefined,https://github.com/MonetDB/MonetDB/issues/6910,2020-11-30T16:58:37Z,CLOSED,['bug']
3474,SQLancer query: 'calc.bit' undefined,https://github.com/MonetDB/MonetDB/issues/6911,2020-11-30T16:58:40Z,CLOSED,['bug']
3475,Decimal parsing fails,https://github.com/MonetDB/MonetDB/issues/6917,2020-11-30T16:58:57Z,CLOSED,['bug']
3476,SQLancer query compilation error,https://github.com/MonetDB/MonetDB/issues/6918,2020-11-30T16:58:59Z,CLOSED,['bug']
3477,SQLancer insert function doesn't handle utf-8 strings,https://github.com/MonetDB/MonetDB/issues/6919,2020-11-30T16:59:02Z,CLOSED,['bug']
3478,SQLancer project_bte: does not match always,https://github.com/MonetDB/MonetDB/issues/6920,2020-11-30T16:59:06Z,CLOSED,['bug']
3479,Timestamp columns not migrated to new format,https://github.com/MonetDB/MonetDB/issues/6922,2020-11-30T16:59:12Z,CLOSED,['bug']
3480,Imprints data files for timestamp BAT not migrated to the new format,https://github.com/MonetDB/MonetDB/issues/6923,2020-11-30T16:59:15Z,CLOSED,['bug']
3481,SQLancer query copy on unique pair of columns fails and complex query with GDK error,https://github.com/MonetDB/MonetDB/issues/6924,2020-11-30T16:59:18Z,CLOSED,['bug']
3482,Count string rows in union of string tables leaks (RSS) memory,https://github.com/MonetDB/MonetDB/issues/6925,2020-11-30T16:59:21Z,CLOSED,['bug']
3483,SQLancer query with wrong results,https://github.com/MonetDB/MonetDB/issues/6926,2020-11-30T16:59:24Z,CLOSED,['bug']
3484,SQLancer inputs not the same size,https://github.com/MonetDB/MonetDB/issues/6927,2020-11-30T16:59:28Z,CLOSED,['bug']
3485,SQLancer crash on coalesce,https://github.com/MonetDB/MonetDB/issues/6928,2020-11-30T16:59:32Z,CLOSED,['bug']
3486,SQLancer calc.date undefined,https://github.com/MonetDB/MonetDB/issues/6929,2020-11-30T16:59:35Z,CLOSED,['bug']
3487,SQLancer crash on join with coalesce,https://github.com/MonetDB/MonetDB/issues/6930,2020-11-30T16:59:38Z,CLOSED,['bug']
3488,Syntax error while parsing JSON numbers with exponent,https://github.com/MonetDB/MonetDB/issues/6932,2020-11-30T16:59:46Z,CLOSED,['bug']
3489,sys.isauuid() returns wrong answer for some invalid uuid strings,https://github.com/MonetDB/MonetDB/issues/6934,2020-11-30T16:59:52Z,CLOSED,['bug']
3490,Wrong result when dividing interval by literal float,https://github.com/MonetDB/MonetDB/issues/6935,2020-11-30T16:59:55Z,CLOSED,['bug']
3491,Query randomly failing with Object not found,https://github.com/MonetDB/MonetDB/issues/6936,2020-11-30T16:59:59Z,CLOSED,['bug']
3492,Lost the microsecond precisions,https://github.com/MonetDB/MonetDB/issues/6937,2020-11-30T17:00:03Z,CLOSED,['bug']
3493,Segmentation fault in MalOptimizer,https://github.com/MonetDB/MonetDB/issues/6938,2020-11-30T17:00:06Z,CLOSED,['bug']
3494,Error in optimizer multiplex when selecting  profiler.getlimit() or wlc.clock() or wlc.tick() or wlr.clock() or wlr.tick(),https://github.com/MonetDB/MonetDB/issues/6939,2020-11-30T17:00:09Z,CLOSED,['bug']
3495,sys.date_to_str(): cannot convert date,https://github.com/MonetDB/MonetDB/issues/6940,2020-11-30T17:00:12Z,CLOSED,['bug']
3496,SELECT queries on remote table fail when using LIKE in WHERE conditions,https://github.com/MonetDB/MonetDB/issues/6941,2020-11-30T17:00:15Z,CLOSED,['bug']
3497,Performance degradation for remote tables when using CLOB data type,https://github.com/MonetDB/MonetDB/issues/6942,2020-11-30T17:00:19Z,CLOSED,['bug']
3498,JSON parser is too permissive,https://github.com/MonetDB/MonetDB/issues/6943,2020-11-30T17:00:22Z,CLOSED,['bug']
3499,IPV6 related,https://github.com/MonetDB/MonetDB/issues/6944,2020-11-30T17:00:25Z,CLOSED,['bug']
3500,msqldump with Empty BLOBs cannot be imported,https://github.com/MonetDB/MonetDB/issues/6948,2020-11-30T17:00:36Z,CLOSED,['bug']
3501,Loosing timing precision,https://github.com/MonetDB/MonetDB/issues/6949,2020-11-30T17:00:38Z,CLOSED,['bug']
3502,redundant/replicated code line in gdk/gdk_hash.c,https://github.com/MonetDB/MonetDB/issues/6950,2020-11-30T17:00:41Z,CLOSED,['bug']
3503,Use a different naming scheme for MAL blocks,https://github.com/MonetDB/MonetDB/issues/6951,2020-11-30T17:00:44Z,CLOSED,['bug']
3504,"Exception in thread ""main"" java.sql.BatchUpdateException",https://github.com/MonetDB/MonetDB/issues/6953,2020-11-30T17:00:49Z,CLOSED,['bug']
3505,FILTER functions no longer find their implementation,https://github.com/MonetDB/MonetDB/issues/6954,2020-11-30T17:00:52Z,CLOSED,['bug']
3506,"ROUND(DECIMAL, PRECISION) gives incorrect result with non-scalar precision parameter",https://github.com/MonetDB/MonetDB/issues/6955,2020-11-30T17:00:56Z,CLOSED,['bug']
3507,Mserver5 crashes on firing a query involving inner joins of merge tables,https://github.com/MonetDB/MonetDB/issues/6956,2020-11-30T17:01:00Z,CLOSED,['bug']
3508,Wrong join result when compiled with --enable-optimize,https://github.com/MonetDB/MonetDB/issues/6958,2020-11-30T17:01:07Z,CLOSED,['bug']
3509,"""simply"" running-sum ""sum() over (order by ...)"" very slow: quadratic rather than linear!??",https://github.com/MonetDB/MonetDB/issues/6959,2020-11-30T17:01:18Z,CLOSED,['bug']
3510,"implementation of log(arg1,arg2) function is not compliant with the SQL standard, arguments are switched",https://github.com/MonetDB/MonetDB/issues/6960,2020-11-30T17:01:21Z,CLOSED,['bug']
3511,"""SELECT * FROM ids LIMIT 1"" produces: exp_bin: !ERROR: Could not find %173.id",https://github.com/MonetDB/MonetDB/issues/6962,2020-11-30T17:01:27Z,CLOSED,['bug']
3512,Importing/fetching data from server into MS Excel via ODBC connection is very slow.,https://github.com/MonetDB/MonetDB/issues/6963,2020-11-30T17:01:30Z,CLOSED,['bug']
3513,Table returning function: Cannot access column descriptor,https://github.com/MonetDB/MonetDB/issues/6964,2020-11-30T17:01:33Z,CLOSED,['bug']
3514,Crash when using distinct on the result of a table returning function,https://github.com/MonetDB/MonetDB/issues/6965,2020-11-30T17:01:37Z,CLOSED,['bug']
3515,Default username and password not (explicitly) documented,https://github.com/MonetDB/MonetDB/issues/6967,2020-11-30T17:01:43Z,CLOSED,['bug']
3516,support US week number.,https://github.com/MonetDB/MonetDB/issues/6970,2020-11-30T17:01:52Z,CLOSED,['bug']
3517,Parsing table returning function on remote server fails,https://github.com/MonetDB/MonetDB/issues/6971,2020-11-30T17:01:56Z,CLOSED,['bug']
3518,Crash with subselect involving explicit table that is given as input to table-returning function,https://github.com/MonetDB/MonetDB/issues/6972,2020-11-30T17:01:59Z,CLOSED,['bug']
3519,Some MAL function are mapped incorrectly,https://github.com/MonetDB/MonetDB/issues/6973,2020-11-30T17:02:03Z,CLOSED,['bug']
3520,Oct2020-branch cannot attach and load FITS files,https://github.com/MonetDB/MonetDB/issues/6974,2020-11-30T17:02:07Z,CLOSED,['bug']
3521,Oct2020: default dbfarm cannot be started,https://github.com/MonetDB/MonetDB/issues/6976,2020-11-30T17:02:12Z,CLOSED,['bug']
3522,Oct2020: \d shows empty result in schema created by include sql script,https://github.com/MonetDB/MonetDB/issues/6978,2020-11-30T17:02:18Z,CLOSED,['bug']
3523,timestamp add integer,https://github.com/MonetDB/MonetDB/issues/6979,2020-11-30T17:02:22Z,CLOSED,['bug']
3524,Oct2020: wrong mel definition for str.epilogue,https://github.com/MonetDB/MonetDB/issues/6980,2020-11-30T17:02:26Z,CLOSED,['bug']
3525,Oct2020: PREPARE DDL statement silently fails,https://github.com/MonetDB/MonetDB/issues/6981,2020-11-30T17:02:29Z,CLOSED,['bug']
3526,Wrong constraint name in error message of constraint violation,https://github.com/MonetDB/MonetDB/issues/6982,2020-11-30T17:02:32Z,CLOSED,['bug']
3527,monetdb allows to use non-existing optimizer pipe,https://github.com/MonetDB/MonetDB/issues/6983,2020-11-30T17:02:34Z,CLOSED,['bug']
3528,the result is incorrect when using window function including multiple sort_spec,https://github.com/MonetDB/MonetDB/issues/6997,2020-11-30T17:03:20Z,CLOSED,['bug']
3529,MAL profiler buffer limitations,https://github.com/MonetDB/MonetDB/issues/6998,2020-11-30T17:03:23Z,CLOSED,['bug']
3530,crossproduct generated for a simple (semi-)join,https://github.com/MonetDB/MonetDB/issues/7001,2020-11-30T17:06:35Z,CLOSED,['bug']
3531,monetdb stop fails,https://github.com/MonetDB/MonetDB/issues/7002,2020-11-30T17:06:39Z,CLOSED,['bug']
3532,Segfault on large chain of constant decimal multiplication,https://github.com/MonetDB/MonetDB/issues/7003,2020-11-30T17:06:43Z,CLOSED,['bug']
3533,Dropping a STREAM TABLE does not remove the associated column info from sys._columns,https://github.com/MonetDB/MonetDB/issues/7005,2020-11-30T17:06:51Z,CLOSED,['bug']
3534,Windows 10 - ODBC drivers do not install for 32 or 64 bit,https://github.com/MonetDB/MonetDB/issues/7007,2020-11-30T17:06:57Z,CLOSED,['bug']
3535,deallocate <id> results in all prepared statements being deallocated (not error-related),https://github.com/MonetDB/MonetDB/issues/7010,2020-11-30T17:07:07Z,CLOSED,['bug']
3536,uuid() called only once when used in projection list,https://github.com/MonetDB/MonetDB/issues/7011,2020-11-30T17:07:10Z,CLOSED,['bug']
3537,mclient enters an infinite loop when a file on the command line does not exist,https://github.com/MonetDB/MonetDB/issues/7012,2020-11-30T17:07:13Z,CLOSED,['bug']
3538,"Select * on grouped view: wrong error ""cannot use non GROUP BY column 'a1' in query results without an aggregate function""",https://github.com/MonetDB/MonetDB/issues/7013,2020-11-30T17:07:16Z,CLOSED,['bug']
3539,Database crashes when use similarity function on a table with more than 200k records ,https://github.com/MonetDB/MonetDB/issues/7016,2020-12-05T06:14:42Z,CLOSED,['bug']
3540,mal seems to leak in functions,https://github.com/MonetDB/MonetDB/issues/7017,2020-12-07T13:13:50Z,CLOSED,['bug']
3541,"release an older savepoint causes ""BATproject2: does not match always""",https://github.com/MonetDB/MonetDB/issues/7020,2020-12-09T08:00:17Z,CLOSED,['bug']
3542,savepoints crash mserver5,https://github.com/MonetDB/MonetDB/issues/7021,2020-12-09T08:25:07Z,CLOSED,['bug']
3543,transaction with an unreleased savepoint not properly persisted,https://github.com/MonetDB/MonetDB/issues/7022,2020-12-09T13:13:04Z,CLOSED,['bug']
3544,CREATE VIEW: SELECT: cannot use non GROUP BY column '%1' in query results without an aggregate function,https://github.com/MonetDB/MonetDB/issues/7023,2020-12-09T14:19:23Z,CLOSED,['bug']
3545,DELETE FROM or TRUNCATE on freshly created table leads to loosing all further inserts in same transaction,https://github.com/MonetDB/MonetDB/issues/7024,2020-12-11T09:36:44Z,CLOSED,['bug']
3546,unexpected result COPY <table> INTO STDOUT,https://github.com/MonetDB/MonetDB/issues/7028,2020-12-15T16:41:54Z,OPEN,['bug']
3547,DROP TABLE with AUTO_INCREMENT doesn't drop sequence causing left-over dependency,https://github.com/MonetDB/MonetDB/issues/7030,2020-12-16T10:40:51Z,CLOSED,['bug']
3548,"I cannot start MonetDB, because the installation path has Chinese.",https://github.com/MonetDB/MonetDB/issues/7031,2020-12-17T02:55:32Z,CLOSED,['bug']
3549,User with sysadmin role cannot create another user,https://github.com/MonetDB/MonetDB/issues/7034,2020-12-18T12:07:46Z,CLOSED,['bug']
3550,UPDATE and SELECT column privileges,https://github.com/MonetDB/MonetDB/issues/7035,2020-12-18T14:20:33Z,CLOSED,['bug']
3551,Generate column names instead of labels,https://github.com/MonetDB/MonetDB/issues/7036,2020-12-20T22:47:55Z,CLOSED,['bug']
3552,Clearer err msg for ALTER USER with insufficient privileges,https://github.com/MonetDB/MonetDB/issues/7037,2020-12-21T11:20:37Z,CLOSED,['bug']
3553,Memory leak detected for MAPI interface,https://github.com/MonetDB/MonetDB/issues/7040,2020-12-29T11:59:45Z,CLOSED,['bug']
3554,AddressSanitizer:DEADLYSIGNAL in Oct2020/gdk/gdk_tracer.c:494,https://github.com/MonetDB/MonetDB/issues/7042,2021-01-08T15:19:15Z,CLOSED,['bug']
3555,A value filtered in a subquery finds its way to a later filter in the outer query,https://github.com/MonetDB/MonetDB/issues/7045,2021-01-25T12:01:40Z,CLOSED,['bug']
3556,file descriptor leak when forward=redirect,https://github.com/MonetDB/MonetDB/issues/7050,2021-01-29T11:56:53Z,CLOSED,['bug']
3557,Table count returning function used inside other function gives wrong results.,https://github.com/MonetDB/MonetDB/issues/7055,2021-02-03T13:56:59Z,CLOSED,['bug']
3558,ODBC driver installer on Windows is missing some DLLs,https://github.com/MonetDB/MonetDB/issues/7057,2021-02-08T14:48:01Z,CLOSED,['bug']
3559,MonetDBe: COPY INTO csv file does not produce any output,https://github.com/MonetDB/MonetDB/issues/7058,2021-02-08T15:38:00Z,CLOSED,['bug']
3560,MonetDBe: 'reverse' C UDF crashes,https://github.com/MonetDB/MonetDB/issues/7059,2021-02-08T21:05:14Z,CLOSED,['bug']
3561,Temporary hashes created in hash and unique logic should try to use transient data farm first,https://github.com/MonetDB/MonetDB/issues/7064,2021-02-20T05:07:55Z,CLOSED,['bug']
3562,percent_rank function with wrong results ,https://github.com/MonetDB/MonetDB/issues/7066,2021-02-23T08:16:39Z,CLOSED,['bug']
